Price,Date,Closing_Price,Log_Return
0,2021-01-04,2838.34228515625,0.037271575538081816
1,2021-01-05,2888.348876953125,0.01746483666088874
2,2021-01-06,2849.595458984375,-0.013507976014144146
3,2021-01-07,2832.1318359375,-0.0061473130037473945
4,2021-01-08,2914.403076171875,0.028635295233671053
5,2021-01-11,2966.277099609375,0.017642642489596263
6,2021-01-12,2964.783203125,-0.0005037536088709347
7,2021-01-13,2949.93603515625,-0.005020423981397974
8,2021-01-14,3041.39208984375,0.030531847774739062
9,2021-01-15,3025.158447265625,-0.005351865521083825
10,2021-01-18,3014.305419921875,-0.0035940405522440714
11,2021-01-19,3050.74755859375,0.012017232945033625
12,2021-01-20,3095.750732421875,0.014643777937308042
13,2021-01-21,3063.051025390625,-0.010618953358371585
14,2021-01-22,3090.41796875,0.008894860385661982
15,2021-01-25,3079.376708984375,-0.0035791374362002136
16,2021-01-27,3051.074951171875,-0.009233237760565598
17,2021-01-28,2990.72802734375,-0.01997712636276092
18,2021-01-29,2911.01416015625,-0.027015316057155115
19,2021-02-01,2937.21142578125,0.008959107499562122
20,2021-02-02,2997.18359375,0.020212409021411
21,2021-02-03,2994.002685546875,-0.0010618626608235396
22,2021-02-04,2983.149658203125,-0.0036315083327061624
23,2021-02-05,2954.61376953125,-0.009611736375367901
24,2021-02-08,3007.148681640625,0.01762440969361574
25,2021-02-09,2972.34326171875,-0.01164172921328069
26,2021-02-10,3006.399658203125,0.011392617241764526
27,2021-02-11,2999.5693359375,-0.002274512311654534
28,2021-02-12,2985.348388671875,-0.004752270518624288
29,2021-02-15,2937.67919921875,-0.016096571558053625
30,2021-02-16,2908.62841796875,-0.009938245559727686
31,2021-02-17,2875.2265625,-0.011550160547003281
32,2021-02-18,2860.491455078125,-0.0051380279829370615
33,2021-02-19,2874.057373046875,0.004731302734245102
34,2021-02-22,2767.958984375,-0.03761453038150808
35,2021-02-23,2788.308349609375,0.007324865776220928
36,2021-02-24,2758.275390625,-0.010829459683821933
37,2021-02-25,2802.4365234375,0.015883599775525514
38,2021-02-26,2707.939697265625,-0.03430113929360193
39,2021-03-01,2735.914794921875,0.010277770632095617
40,2021-03-02,2812.775146484375,0.027705735538162447
41,2021-03-03,2862.128173828125,0.01739387223067706
42,2021-03-04,2853.333740234375,-0.0030774207462618782
43,2021-03-05,2814.365478515625,-0.013751215184285787
44,2021-03-08,2813.336669921875,-0.00036562297650969436
45,2021-03-09,2854.502685546875,0.014526431303150783
46,2021-03-10,2873.21533203125,0.006534090192253985
47,2021-03-12,2861.05224609375,-0.0042422520445961455
48,2021-03-15,2868.724365234375,0.002677983539730954
49,2021-03-16,2909.7978515625,0.014216153032679726
50,2021-03-17,2912.5107421875,0.0009318952362784401
51,2021-03-18,2840.9833984375,-0.024865247897767027
52,2021-03-19,2853.80078125,0.0045014539801258
53,2021-03-22,2928.13525390625,0.025714075034084224
54,2021-03-23,2940.252197265625,0.004129570748262274
55,2021-03-24,2920.13671875,-0.006864922380618738
56,2021-03-25,2867.5087890625,-0.01818680159610454
57,2021-03-26,2869.332763671875,0.000635881139148753
58,2021-03-30,2955.1748046875,0.02947828845417697
59,2021-03-31,2973.232666015625,0.006091995958408272
60,2021-04-01,2961.2099609375,-0.004051845230427791
61,2021-04-05,3030.35107421875,0.023080523489091072
62,2021-04-06,3054.49072265625,0.007934396944124573
63,2021-04-07,3060.758544921875,0.0020498999096194167
64,2021-04-08,3103.75,0.013948282098377824
65,2021-04-09,3108.334228515625,0.0014759070157918013
66,2021-04-12,3037.50830078125,-0.023049423425608503
67,2021-04-13,2904.183837890625,-0.044885141412798375
68,2021-04-15,3011.685302734375,0.03634742329759976
69,2021-04-16,2989.418212890625,-0.00742103247386517
70,2021-04-19,2958.215576171875,-0.010492550177914563
71,2021-04-20,2942.076416015625,-0.0054706446489772706
72,2021-04-22,2917.984619140625,-0.008222416955652255
73,2021-04-23,2909.283203125,-0.002986450167819703
74,2021-04-26,2901.14404296875,-0.002801572116845175
75,2021-04-27,2930.3349609375,0.010011580859741126
76,2021-04-28,2922.94287109375,-0.00252579630961911
77,2021-04-29,2914.663330078125,-0.0028366238769907113
78,2021-04-30,2840.188232421875,-0.025883988448736808
79,2021-05-03,2841.45166015625,0.0004447405253015434
80,2021-05-04,2853.380615234375,0.004189402584112366
81,2021-05-05,2896.37158203125,0.014954302897100969
82,2021-05-06,2911.107666015625,0.005074874995324966
83,2021-05-07,2931.17626953125,0.006870149644120536
84,2021-05-10,2942.96533203125,0.004013889731553069
85,2021-05-11,2921.53955078125,-0.007306968621606172
86,2021-05-12,2888.793701171875,-0.011271710206389812
87,2021-05-14,2855.017822265625,-0.01176092498474767
88,2021-05-17,2872.092529296875,0.0059627828254369
89,2021-05-18,2889.916259765625,0.0061866574561358
90,2021-05-19,2883.55322265625,-0.002204234284102956
91,2021-05-20,2862.97021484375,-0.007163668976481194
92,2021-05-21,2882.150634765625,0.006677141068362242
93,2021-05-24,2883.08642578125,0.00032463227930279275
94,2021-05-25,2927.7451171875,0.015371146237132522
95,2021-05-26,2969.583251953125,0.014189081592144631
96,2021-05-27,2989.796875,0.0067838265510692854
97,2021-05-28,2955.57421875,-0.01151249726615593
98,2021-05-31,2970.1943359375,0.004934430603395227
99,2021-06-01,2964.412353515625,-0.0019485652727825142
100,2021-06-02,2942.27099609375,-0.007497087559387766
101,2021-06-03,2953.364990234375,0.0037634641150327596
102,2021-06-04,2955.71533203125,0.0007955017676657427
103,2021-06-07,2992.8056640625,0.012470599912910852
104,2021-06-08,3008.74169921875,0.005310654617996932
105,2021-06-09,3008.836181640625,3.1402143438239966e-05
106,2021-06-10,3024.39599609375,0.005158047458716065
