Price,Date,Closing_Price,Log_Return
0,2021-01-04,1250.3184814453125,0.01347842239473326
1,2021-01-05,1242.42431640625,-0.006333739233914224
2,2021-01-06,1249.7476806640625,0.005877110685582849
3,2021-01-07,1273.477783203125,0.018809894352498746
4,2021-01-08,1306.2432861328125,0.025403727092742197
5,2021-01-11,1283.987548828125,-0.0171847888687496
6,2021-01-12,1283.79736328125,-0.00014813199215085184
7,2021-01-13,1286.365234375,0.0019982175061792843
8,2021-01-14,1309.286865234375,0.017662017741626356
9,2021-01-15,1287.9346923828125,-0.016442689577141702
10,2021-01-18,1270.7196044921875,-0.013456564011225417
11,2021-01-19,1302.866943359375,0.02498381960426229
12,2021-01-20,1315.041015625,0.009300678414721195
13,2021-01-21,1304.24609375,-0.008242687833078048
14,2021-01-22,1295.495849609375,-0.0067316505825879246
15,2021-01-25,1294.7349853515625,-0.0005874876242123391
16,2021-01-27,1293.35595703125,-0.0010656723287718465
17,2021-01-28,1279.56494140625,-0.010720226734393405
18,2021-01-29,1269.435791015625,-0.007947587914222206
19,2021-02-01,1378.0040283203125,0.08206355318116494
20,2021-02-02,1445.8648681640625,0.04807157130438438
21,2021-02-03,1453.806884765625,0.0054778865596510126
22,2021-02-04,1454.995849609375,0.000817494356640012
23,2021-02-05,1442.3460693359375,-0.008732045443428383
24,2021-02-08,1475.919921875,0.02301046856047452
25,2021-02-09,1489.8536376953125,0.00939641416353614
26,2021-02-10,1476.9185791015625,-0.008720009230243622
27,2021-02-11,1455.661376953125,-0.014497524215812936
28,2021-02-12,1446.958740234375,-0.005996418714219963
29,2021-02-15,1462.4617919921875,0.010657241411514966
30,2021-02-16,1473.6846923828125,0.007644683333701159
31,2021-02-17,1472.638671875,-0.0007100514250742793
32,2021-02-18,1450.0498046875,-0.015457902654740337
33,2021-02-19,1435.022705078125,-0.010417232462440381
34,2021-02-22,1381.1900634765625,-0.03823517905622689
35,2021-02-23,1413.6226806640625,0.02321019412273823
36,2021-02-24,1451.9521484375,0.026753273730981825
37,2021-02-25,1432.787353515625,-0.01328721492546781
38,2021-02-26,1371.9644775390625,-0.043378107350530215
39,2021-03-01,1400.830322265625,0.0208215101850178
40,2021-03-02,1413.004638671875,0.008653238403397316
41,2021-03-03,1423.7044677734375,0.007543868224694655
42,2021-03-04,1391.0816650390625,-0.023180633967596963
43,2021-03-05,1391.985107421875,0.000649242356300433
44,2021-03-08,1441.1094970703125,0.03468243783022099
45,2021-03-09,1434.547119140625,-0.004564098011164088
46,2021-03-10,1449.66943359375,0.01048635062704653
47,2021-03-12,1439.96826171875,-0.006714480737994095
