Price,Date,Closing_Price,Log_Return
0,2021-01-04,902.713623046875,0.0016841014842980818
1,2021-01-05,891.4912109375,-0.012509785115331426
2,2021-01-06,867.9808349609375,-0.026725943640816693
3,2021-01-07,866.5750732421875,-0.0016208898426158648
4,2021-01-08,876.8001098632812,0.011730296458131164
5,2021-01-11,860.2724609375,-0.01902988737814898
6,2021-01-12,887.3876953125,0.031032818733820047
7,2021-01-13,879.1124877929688,-0.009369110891573941
8,2021-01-14,888.997314453125,0.011181352688599695
9,2021-01-15,878.50048828125,-0.011877751207253316
10,2021-01-18,899.5848999023438,0.023716971158384587
11,2021-01-19,914.2987670898438,0.016223962097211764
12,2021-01-20,931.6652221679688,0.018816149779000077
13,2021-01-21,951.9335327148438,0.021521667303031934
14,2021-01-22,929.3527221679688,-0.024006867617459036
15,2021-01-25,880.1100463867188,-0.054441393793637244
16,2021-01-27,859.2522583007812,-0.02398440841630834
17,2021-01-28,850.8864135742188,-0.009783898345614113
18,2021-01-29,835.1976928710938,-0.018610190846497992
19,2021-02-01,859.3882446289062,0.028552337910418196
20,2021-02-02,873.2179565429688,0.01596439586297518
21,2021-02-03,875.4171752929688,0.0025153559704954656
22,2021-02-04,872.5377197265625,-0.0032946595810514796
23,2021-02-05,872.2883911132812,-0.00028579193471413885
24,2021-02-08,884.848388671875,0.014296225111446174
25,2021-02-09,886.9795532226562,0.002405612337562814
26,2021-02-10,895.2093505859375,0.009235671756377928
27,2021-02-11,932.11865234375,0.04040251377306193
28,2021-02-12,925.7252807617188,-0.00688259837761971
29,2021-02-15,921.6443481445312,-0.004418107986119826
30,2021-02-16,933.8416748046875,0.013147501202394685
31,2021-02-17,944.610595703125,0.011465863728556156
32,2021-02-18,937.559814453125,-0.007492216638724014
33,2021-02-19,943.2730712890625,0.006075260010268431
34,2021-02-22,910.5352783203125,-0.035323173389954096
35,2021-02-23,917.4954833984375,0.007615012677162947
36,2021-02-24,934.5218505859375,0.018387351546583063
37,2021-02-25,972.3153076171875,0.039645133673168534
38,2021-02-26,945.7669067382812,-0.027684002515896967
39,2021-03-01,952.9765014648438,0.00759410602165648
40,2021-03-02,954.9262084960938,0.002043822989260209
41,2021-03-03,998.5009765625,0.04462106198005482
42,2021-03-04,986.5983276367188,-0.01199213716405207
43,2021-03-05,987.890625,0.0013089944576100457
44,2021-03-08,993.5132446289062,0.005675405006757587
45,2021-03-09,993.4906005859375,-2.2792148112098227e-05
46,2021-03-10,989.3643188476562,-0.004161966318477238
47,2021-03-12,969.2546997070312,-0.020535209371505905
48,2021-03-15,956.2411499023438,-0.013517295253323675
49,2021-03-16,952.4777221679688,-0.003943412166531861
50,2021-03-17,931.9599609375,-0.02177686453202208
51,2021-03-18,910.9888305664062,-0.022759216840113658
52,2021-03-19,944.0438842773438,0.03564201609175319
53,2021-03-22,935.1565551757812,-0.009458698683849355
54,2021-03-23,946.537841796875,0.012096996655059655
55,2021-03-24,928.3098754882812,-0.019445356017959246
56,2021-03-25,902.9856567382812,-0.02765892532009918
57,2021-03-26,904.4366455078125,0.0016055894402086817
58,2021-03-30,920.1480712890625,0.017222345425548218
59,2021-03-31,908.26806640625,-0.012995041795885292
60,2021-04-01,916.7699584960938,0.009317015290164562
61,2021-04-05,903.5072021484375,-0.01457249625228169
62,2021-04-06,899.7437133789062,-0.004174121528497631
63,2021-04-07,908.1548461914062,0.009304939655539019
64,2021-04-08,909.2883911132812,0.0012474062964862786
65,2021-04-09,898.7234497070312,-0.01168693856763152
66,2021-04-12,866.5750732421875,-0.03642662220783394
67,2021-04-13,875.9385375976562,0.010747180879243423
68,2021-04-15,881.6063842773438,0.006449754151200013
69,2021-04-16,876.0745239257812,-0.0062945197738035205
70,2021-04-19,862.2902221679688,-0.01585926164477649
71,2021-04-20,862.0408325195312,-0.00028925959374037353
72,2021-04-22,864.4213256835938,0.002757656356756335
73,2021-04-23,863.4918212890625,-0.001075869450750869
74,2021-04-26,878.6818237304688,0.01743843091810378
75,2021-04-27,901.7161254882812,0.025876896897224996
76,2021-04-28,905.63818359375,0.004340116647059463
77,2021-04-29,917.7675170898438,0.013304238767583798
78,2021-04-30,904.36865234375,-0.014707030660938276
79,2021-05-03,888.2944946289062,-0.017933752421022655
80,2021-05-04,869.0462036132812,-0.021907033541103123
81,2021-05-05,870.6334228515625,0.0018247264088625237
82,2021-05-06,875.5757446289062,0.005660644860387912
83,2021-05-07,875.9158935546875,0.0003884105669043275
84,2021-05-10,873.3992309570312,-0.002877313868342971
85,2021-05-11,876.5505981445312,0.0036016696498682855
86,2021-05-12,867.4819946289062,-0.010399674049989087
87,2021-05-14,878.4323120117188,0.01254409902119015
88,2021-05-17,888.8839721679688,0.011827856843615453
89,2021-05-18,901.398681640625,0.01398093568741448
90,2021-05-19,905.52490234375,0.004567130466377904
91,2021-05-20,900.242431640625,-0.005850682612496708
92,2021-05-21,908.018798828125,0.008600986401465165
93,2021-05-24,900.355712890625,-0.008475160158120944
94,2021-05-25,890.1536254882812,-0.011395861045587695
95,2021-05-26,893.2822875976562,0.0035085817168329157
96,2021-05-27,896.0255737304688,0.003066312222204804
97,2021-05-28,949.8477783203125,0.058332783731302414
98,2021-05-31,979.547607421875,0.03078910159442651
99,2021-06-01,983.447021484375,0.0039729290484655155
100,2021-06-02,998.1155395507812,0.014805271651770686
101,2021-06-03,1001.9243774414062,0.003808766477846171
102,2021-06-04,993.2412109375,-0.008704261317608885
103,2021-06-07,1009.9727783203125,0.016705111450270153
104,2021-06-08,1004.1688842773438,-0.0057631597766475045
105,2021-06-09,986.2129516601562,-0.01804319093945041
106,2021-06-10,989.8403930664062,0.0036714044087085987
107,2021-06-11,1007.0098266601562,0.01719694001605091
108,2021-06-14,1021.4566040039062,0.014244279712851778
109,2021-06-15,1023.777099609375,0.0022691750063429683
110,2021-06-16,1006.3045654296875,-0.017214051965294838
111,2021-06-17,1008.1473999023438,0.0018296142260455762
112,2021-06-18,1012.697509765625,0.0045031833276150445
113,2021-06-21,1017.9756469726562,0.00519842307040082
114,2021-06-22,1012.742919921875,-0.00515358328583645
115,2021-06-23,1003.4607543945312,-0.009207632368073761
116,2021-06-24,979.868408203125,-0.023791773441837197
117,2021-06-25,957.5499877929688,-0.023040359040481486
118,2021-06-28,949.1550903320312,-0.008805715999451317
119,2021-06-29,949.97412109375,0.0008625330046723366
120,2021-06-30,960.3711547851562,0.010885086042067869
121,2021-07-01,954.5924682617188,-0.0060353147126264925
122,2021-07-02,968.7432861328125,0.014715135600953557
123,2021-07-05,978.3668212890625,0.00988502240527266
124,2021-07-06,966.8095703125,-0.011883124867029332
125,2021-07-07,960.0980834960938,-0.006966098186953483
126,2021-07-08,952.1581420898438,-0.00830431291500017
127,2021-07-09,942.4209594726562,-0.010279083459264716
128,2021-07-12,948.2905883789062,0.006208929933798939
129,2021-07-13,955.3887329101562,0.007457324715171768
130,2021-07-14,949.1550903320312,-0.006546097561062913
131,2021-07-15,947.4943237304688,-0.0017512641120736017
132,2021-07-16,961.16748046875,0.014327724915697847
133,2021-07-19,955.0474853515625,-0.006387608942743321
134,2021-07-20,952.7041625976562,-0.002456634158781906
135,2021-07-22,964.9440307617188,0.012765672479288292
136,2021-07-23,958.1187744140625,-0.007098348517469217
137,2021-07-26,944.99169921875,-0.013795608369181872
138,2021-07-27,935.0496215820312,-0.010576544468472731
139,2021-07-28,927.0187377929688,-0.008625820360722656
140,2021-07-29,934.25341796875,0.007773948144624317
141,2021-07-30,926.0859985351562,-0.008780625552864534
142,2021-08-02,943.0125122070312,0.018112449735434067
143,2021-08-03,949.9513549804688,0.007331226942174303
144,2021-08-04,957.2315673828125,0.007634556369419173
145,2021-08-05,971.109375,0.014393769185073398
146,2021-08-06,950.5429077148438,-0.021405800388181188
147,2021-08-09,945.128173828125,-0.005712751189263172
148,2021-08-10,950.0878295898438,0.005233880544098615
149,2021-08-11,963.39697265625,0.013911119316299549
150,2021-08-12,960.3029174804688,-0.0032167781052173713
151,2021-08-13,976.2965087890625,0.016517566531950665
152,2021-08-16,988.9686279296875,0.01289626985424974
153,2021-08-17,984.759765625,-0.004264891459349479
154,2021-08-18,988.5818481445312,0.0038737208725374986
155,2021-08-20,977.4796142578125,-0.011294002868618619
156,2021-08-23,983.8952026367188,0.006541953332297009
157,2021-08-24,993.6097412109375,0.009825125092283626
158,2021-08-25,1002.20947265625,0.008617799255695615
159,2021-08-26,1014.8814697265625,0.012564791719107985
160,2021-08-27,1013.4937744140625,-0.0013682828490557087
161,2021-08-30,1032.9910888671875,0.01905501940962478
162,2021-08-31,1027.4853515625,-0.005344152740881045
163,2021-09-01,1031.5577392578125,0.003955617076193537
164,2021-09-02,1043.9796142578125,0.011969934720862777
165,2021-09-03,1086.7962646484375,0.0401941988489565
166,2021-09-06,1103.6771240234375,0.0154132834106225
167,2021-09-07,1110.638916015625,0.006288004787768565
168,2021-09-08,1106.2933349609375,-0.003920360325360715
169,2021-09-09,1103.6771240234375,-0.0023676444624079643
170,2021-09-13,1079.083984375,-0.022534926329440493
171,2021-09-14,1077.67333984375,-0.0013081163249696046
172,2021-09-15,1082.1551513671875,0.004150160972971733
173,2021-09-16,1104.860107421875,0.020764164062130292
174,2021-09-17,1087.72900390625,-0.015626687220294692
175,2021-09-20,1089.4580078125,0.0015882919201880142
176,2021-09-21,1094.16748046875,0.0043134502537193475
177,2021-09-22,1105.90673828125,0.010671793819339753
178,2021-09-23,1132.934326171875,0.0241454397120126
179,2021-09-24,1129.6583251953125,-0.0028957959037490336
180,2021-09-27,1148.655029296875,0.01667649826968626
181,2021-09-28,1159.3934326171875,0.009305247252650693
182,2021-09-29,1150.2022705078125,-0.00795915113376666
183,2021-09-30,1146.2890625,-0.0034079917821006576
184,2021-10-01,1148.3138427734375,0.0017648202173144122
185,2021-10-04,1163.0789794921875,0.012776138628098762
186,2021-10-05,1187.217529296875,0.020541577195104
